,text,label
71,Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,1
72,"Old, insecure females forcing hatred of men on a younger generation of women #SemST",1
73,Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,1
74,"@user @user hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",1
75,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual  #SemST",1
76,@user You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it. #SemST,2
77,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST,1
78,I don't understand how the concept of a male being a feminist doesn't get in some peoples heads. Equality? Anyone? #feminist #SemST,2
79,"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",1
80,The queen won the royalty race not the king or prince #SemST,2
81,"I like how rape is one of the most under reported crimes, but the unreported incidents are usually females raping males. But hey. #SemST",1
82,feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST,1
83,"@user she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST",0
84,It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,2
85,.@MyRainbowNinja @user This farm is fucking disgusting. #SemST,0
86,"@user This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken. #SemST",2
87,Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room? #Hypocrites #SemST,1
88,you know what's ugly? can't going out with a short skirt without being judged #SemST,2
89,"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",1
90,A vote by a woman is a wasted vote @user @user #SemST,1
91,when you get sexually harassed twice  #SemST,2
92,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",2
93,"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST",1
94,@user @user @user feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,1
95,"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @user  #SemST",0
96,Never settle for anything less than your are worth. #SemST,1
97,"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",1
98,Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,1
99,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST",2
100,"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",1
101,So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig. #SemST,1
102,Radios r filled with feminist and rape propaganda. Feminism is alive n well in Malaysia. Their rape guilt tactics won't silence me #SemST,1
103,@user exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours #SemST,1
104,Feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists. #SemST,1
105,Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48 #SemST,2
106,"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males. #SemST",1
107,Feminists don't even understand what feminism is. #SemST,1
108,@user women don't need to shave. #SemST,2
109,feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,1
110,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen #SemST",1
111,"Me (in jest): It's a man's world, y'know. Kaitlyn: I'll blow up the world then.  #SemST",2
112,@user why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality #SemST,1
113,"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling #SemST",1
114,"@user Feminists, go to the gym, lose some weight and stop to blame society for everything #SemST",1
115,"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",1
116,All I need in this life of sin is me and my girlfriend #SemST,0
117,"You want to hear something really ugly, 1 in 5 women will be sexually assaulted in their time in college #MisogynyIsUgly #SemST",2
118,It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart #SemST,2
119,Why is Paul Elam not one of the most hated men alive right now!? #feminist #SemST,2
120,@user @user @user @user @user @user  FEEL decides who get support.  #SemST,0
121,"Spanish Civil War publishing cookbooks & author gender points to women's lack of access to education, ind wealth #osfc15 #SemST",1
122,"@user feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality. #SemST",1
123,"All the people who support abortion, to bad their parents didn't practice that ""right""  #YesAllWomen #UniteBlue #SemST",1
124,I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,1
125,"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",1
126,@user 'look we can discuss sexism in survival situations when I get back' #jurassicworld #SemST,0
127,Recenter your world. Be the captain of your ship. The author of your life story. #SemST,0
128,"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",2
129,DEAR FEMINISTS  Why don't you expel the man-haters poisoning your feminism?  Why  you admire them?   #GamerGate #NotY... #SemST,1
130,@user Tell @user to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole #SemST,2
131,@user @user @user @user @user I have to stop tweeting now cause @user wants his tea making. #SemST,0
132,Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right #SemST,1
133,"@user @user Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite? #SemST",1
134,DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,1
135,"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate #SemST",1
136,"@user nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",0
137,"Men that want ""credit"" from women for being feminists are not feminists at all.  They're just men wanting more privileges #vaw #p2 #SemST",2
138,"All men accused of rape should be immediately castrated, no questions asked. #RapeCulture #HeForShe #SemST",2
139,All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged.  Time for bed. #FeminismIsAwfullyGreat #SemST,2
140,"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",1
141,Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol? #SemST,1
142,@user @user why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,2
143,Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,1
144,@user @user Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,1
145,@user nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,1
146,"@user Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",1
147,"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right. #smh #SemST",2
148,I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,1
149,The meaning of peace is the absence of opposition to socialism. #GamerGate #SemST,0
150,@user my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,2
151,RT @user @user @user @user @user this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,0
152,When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary #SemST,2
153,Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,1
154,I need feminism because broken idealogies need defending just as much as functioning ones. #cryingalready #DeathNote #SemST,2
155,"RULES TO LIVE BY  Seek logic in things, even if it looks like a waste of time, including feminism.   #GamerGate #SemST",1
156,MyVagina kicked the Shit out of HisCock / #SemST,1
157,"The most upsetting of all of these however, was when I was greeted with shock and disgust for the fact I have ambition and #SemST",2
158,"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love #SemST",2
159,I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,2
160,Ashamed of my fellow man. Making pigs of ourselves at every given opportunity.  #feminist #ashamed #SemST,1
161,"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",1
162,feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,1
163,@user ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE #SemST,2
164,@user why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history #SemST,2
165,The majority of anti-abortion leaders are men and none of them will ever be pregnant.  #genderequity #SemST,1
166,Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters.  #GamerGate  #SemST,1
167,#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots #SemST,0
168,Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,2
169,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism #SemST,1
170,if your feminism is sex worker exclusive or trans exclusive I want no part in it. #intersectionality #SemST,1
171,"@user am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL #VAW #SemST",0
172,@user @user @user i don't ever need a man #YesAllWomen #SemST,2
173,.@cooImemegirl @user So what? It is a man's choice whether he wants to breast feed his children. #SemST,0
174,Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. #Horns #SemST,0
175,i wish people would understand that true feminists want equality for everyone (even men) not just girls . #SemST,2
176,"Hey fellow Feminists, we need to fight back against this ridiculous war-glorifying that celebrates #men.  #Triggered #Transpatriot #SemST",1
177,@user Don't worry about all these feminists. Any press is good press. I will be ordering products. soon. #SemST,1
178,@user Most feminists don't know what they are fighting for?! Most ego maniac's who want they're 15 minutes of fame. #c4news #SemST,1
179,"Stupid Feminists, the civilization you take for granted was built with the labour, blood sweat and tears of men. #SemST",1
180,hey @user stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015 #SemST,2
181,Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,0
182,@user literally you are so on point about the male gaze and BS about fake nerd girls #SemST,1
183,I'm not sure my schadenfreudes can stand this much tickling. @user @user  #SemST,0
184,"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. #Peggy #MadMen #SemST",0
185,@user eat a pus or somethin lozer #SemST,0
186,#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,1
187,The moment you know you've won as a wife.  You put out and he gets up to make his own sandwich. #winning #yvrmoms #funny #joke #SemST,2
188,"Wanna hear the two funniest words in the English language right now?  Feminist fellowship.   Geddit? Fell, ow, ship?   #SemST",1
189,"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",1
190,"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",1
191,".@johnny_nimble @user @user ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST",1
192,Shut up and go back to the kitchen bitch #SemST,1
193,WTF LITEraL FUCK AM I EVAN SSEING THIS THING ABOUT. #SemST,0
194,Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women #SemST,2
195,#WeNeedFeminism because #YesAllWomen simply do not get the same level of respect that I get as a man. #HeForShe #SemST,2
196,I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,2
197,So you support unequal pricing based on gender @user  Don't you normally call that sexism?  #EqualPayDay #SemST,2
198,"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness #SemST",2
199,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back #SemST,2
200,@user does a vegan diet make you immortal? either way we're all gonna die #SemST,0
201,This #MaritalRape law if misused dont give any scope to men to prove their innocence.Even honest men can be trapped & slaughtered. #SemST,1
202,"The only reason, I stopped at each entrance in #walkingstreet is to have a #LawOfAttraction #viewpoint #dailydevotional #SemST",0
203,Anita #Sarkeesian - living the damsel in distress trope. #SemST,1
204,"@user Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . . #SemST",1
205,#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,1
206,I am really proud to be a @user and I want to thank @user for being such a powerful feminist #HeForShe #SemST,2
207,i have autocorrect switched off smh i dnt need u im independent #SemST,0
208,I have noticed that you never see any really beautiful feminists. I wonder why? #SemST,1
209,"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong #teamnocondom #SemST",0
210,Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,1
211,"Every time I was told I was bossy rather than assertive I took it as a compliment, #SemST",2
212,"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",1
213,"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",1
214,Rethink your beach clothes. Bc it may oppress some people!! #thisoppresseswomen #SemST,1
215,Ok armchair feminists got their panties wet. If you're a social justice warrior go out and do something. Get off tumblr.  #SemST,1
216,I don't buy a dress that I can't completely zip up and fasten on my own. #SemST,0
217,"@user Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST",1
218,"@user Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals #SemST",0
219,"RT @user Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old. #SemST",2
220,Thanks to the work of people like @user they are not only helping women but helping the whole of society #SemST,2
221,"#SharkRocket ""Real People, Real Results"" commercial only includes women - So, men don't vacuum? #NotBuyingIt #SemST",1
222,"@user What a load of crap. Dressing appropriately for the office is ""sexist""? Grow up. #YesAllWomen #SemST",2
223,This feminist supports gender equality because some people believe a woman's value lies in her physical beauty. #SemST,2
224,"my coworker called me gay because i didn't stare at these girls who came in, SORRY but i respect women and this is why i need #SemST",2
225,It's funny how the #government wants to fix the #gay problems but what about the straight people problems #SemST,0
226,Multiple abortions means Feminists are not using the contraceptives THEY THEMSELVES demanded.  #GamerGate #SemST,1
227,WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @user FIX THIS NOW #SemST,0
228,@user @user  Very nice work. I'm happy to hear your autistic friend is able to express himself this way #SemST,0
229,"#SingleBecause I refuse to be man's 'other' and bcs I want to be my full self, bcs I want a feminist man, who's a man's man. #SemST",2
230,Tumblr made me slightly transphobic and misogynistic. #Tumblr #SemST,0
231,"@user @user @user @user Mind your own business, cunt.     Did the batteries in your BOB die? #SemST",1
232,To men who make contact with women thinking they are owed a response #patriarchy #SemST,2
233,"RT @user ""We have a lot of healing to do""- Rosie Rocha-Martinez #confuerzacollective #chicanaherstory #kpfk #SemST",1
234,"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then. #SemST",1
235,stop with the male animators we want female animators  #SemST,2
236,@user Car women will as well. #SemST,1
237,Selective listening a #character trait of convenience #feminists #SemST,1
238,"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm. #SemST",0
239,I believe that every women should have their own rights!! #SemST,2
240,@user and the sad part is they dont they hate people with their own thought experiences and worse of all voice #SemST,1
241,"#LikeAFeminist I think any woman who doesn't identify as a feminist has ""internalised misogyny #SemST",2
242,"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. #MarriageEquaility #coexist #SemST",0
243,"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist #SemST",2
244,I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol #SemST,2
245,"A quote from mother about being a woman: ""We really got it shit didn't we?"" Aye. Bring on fourth wave feminism! #4thwavefeminism #SemST",1
246,Thought that goes through my mind on a regular basis: would you have said that to me if I was a man? #SemST,2
247,"don't let anyone else's perception of you define you or your beliefs, and don't feel you have to justify your own worth #SemST",2
248,@user YES girl you can put almost anything in that joint #Islam #SemST,0
249,@user good thing youre not pretty as fuck and im not tryna to slay!! #SemST,1
250,Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,2
251,Lehi high school is my favorite school due to @user ps yo gleaves hit me up  #MondayMotivation #WhatAreYouAfraidOf #SemST,0
252,"Well maybe if more men learned to take ""no"" as an answer, women wouldn't have to say as much #fnm231 #SemST",2
253,I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere #SemST,1
254,"For Us, By Us: These Apps Are What Happens When Girls #HackForGirlsRights via @user #girlsintechht.../buff.ly/1HHhM18 #SemST",2
255,"It is not enough to help someone, or a group,  you have to do it in the name of . #identitypolitics  #SpankAFeminist #SemST",1
256,Kristen Stewart: 'Hollywood is disgustingly sexist' #kristenstewart #cloudsofsilsmaria #culture #women #SemST,2
257,@user oh the irony of a radfem accusing others of low self-esteem. #GamerGate #SemST,1
258,"@user To paraphrase Friedan, the more a drive is deprived of data, the more its data will expand to fill the space. #1960s #SemST",0
259,Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees #SemST,1
260,@user @user @user Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch #SemST,0
261,.@cooImemegirl @user Women don't understand men's plight and so shouldn't force men into fatherhood w/o consent. #SemST,1
262,"M: FEMINISTS NEED TO GROWA SENSE OF HUMOR W: Okay. (sips from ""Male Tears"" mug) M: AAIGH!  MISANDREEEEEEEEEEE  #YesAllWomen #SemST",1
263,"@user The Mito Eve model does not explicit prove 1 ancestor, it narrows down similarities to a matter of a degree... #SemST",0
264,@user  @user @user guy from 'beach body ready' advert being interviewed.Conclusion=arrogant male chauvinist idiot #SemST,2
265,@user @user @user It should be considered a hate crime if someone makes a threat against a woman. #SemST,2
266,Umrao Jaan Ada- a story of not just a life or prostitute but of poise and poesy.  #WOMANPOWER #SemST,2
267,@user @user @user It's an attempt at a @user parody. #ProteinWorld #BaltimoreRiots #socialism #SemST,0
268,"@user Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists #SemST",1
269,.@Awyee707 I respect your truck-suck. Why do you not respect girls' innate or chosen doll-love? #SemST,2
270,@user is the UK's answer to @user and @user #GamerGate #SemST,1
271,Feminism is Radical Islam painted in pink.   #GamerGate #SemST,1
272,"@user though I'm not a girl so maybe I'm not  qualified to comment on women's issues, according to #SemST",1
273,if women didn't have double standards then they would have no standards. #MagicMikeXXL #YesAllWomen #SemST,1
274,"RT mojibakemono: I'm going to take a nap, I'll follow everyone back when I wake up #OpSKYNET #GamerGate #NotYourShield #SemST",1
275,Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not. #SemST,2
276,I think it's okay for a woman to take a mans name if she wants to. #genderequality #SemST,2
277,Misogynist abuser @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,2
278,The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism #SemST,1
279,I will say it again: only a low self esteem person will be oppressed by bikini/models ads. Get help #SemST,1
280,@user they make me smile :) #SemST,1
281,#YesAllWomen should know how to protect herself. Which is why I carry a gun. #republicanvalues #SemST,2
282,.@TheActualSarah The UK is considering abolishing prisons for women completely because crime is a man's fault. #SemST,1
283,".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be! #SemST",1
284,"History is ""his story;"" we need ""her story"" too! #SemST",2
285,Anti feminism - because being a good person isn't for everybody. #SemST,1
286,Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,1
287,"The representation goal of Feminism has gone from  ""Invent more female characters""  to  ""Replace all male characters #SemST",1
288,"@user @user how about ""Maura & Tucker in the morning"" #equality #seniority #SemST",2
289,Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,1
290,"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",1
291,Beauty is in the eye of the goat. #AddGoatRuinAQuote #beauty #BodyImage #SemST,1
292,@user listen well I'm ready to tell about a need that I cannot deny #hsmsong  #SemST,0
293,People who call themselves beautiful are really the ugliest. #deep #edgy #Philosophy #BaltimoreRiots #Baltimore #SemST,0
294,"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015 #SemST",2
295,"@user Dear god, you are fat. #SemST",0
296,"People think because I'm a feminist I hate men. No I'm a feminist, I believe in equality for all. #EqualityForAll #SemST",2
297,Great to see singer turned activist @user on the stage to interview @user #Glastonbury #glasto #charlottechurch #SemST,2
298,"I've removed the term #feminist from by bio because racist, transphobic, white feminists have fucked it up for everyone. #SemST",1
299,I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality #SemST,2
300,Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men #SemST,2
301,Whether you label yourself a feminist or not I think it's important that we address equal rights.-Taylor Swift. #SemST,2
302,@user let's be pretty and put our tits on full display and then get pissed when people look. #logic #wtf #SemST,1
303,Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body.  #catcalling #streetharassment #SemST,2
304,Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality #SemST,1
